year,week_end_date,geography,age_group,sex,observed,expected,excess
2023,2023-08-06,Wales,45-49,female,0,0,-0
2023,2023-08-06,Wales,45-49,male,0,0,-0
2023,2023-08-06,Wales,45-49,people,0,1,-1
2023,2023-08-06,Wales,50-54,female,1,1,0
2023,2023-08-06,Wales,50-54,male,1,1,0
2023,2023-08-06,Wales,50-54,people,2,1,1
2023,2023-08-06,Wales,55-59,female,1,1,-0
2023,2023-08-06,Wales,55-59,male,1,1,-0
2023,2023-08-06,Wales,55-59,people,2,2,-0
2023,2023-08-06,Wales,60-64,female,2,2,0
2023,2023-08-06,Wales,60-64,male,2,2,0
2023,2023-08-06,Wales,60-64,people,4,3,1
2023,2023-08-06,Wales,65-69,female,2,2,-0
2023,2023-08-06,Wales,65-69,male,3,3,0
2023,2023-08-06,Wales,65-69,people,5,5,-0
2023,2023-08-06,Wales,70-74,female,4,4,-0
2023,2023-08-06,Wales,70-74,male,4,4,-0
2023,2023-08-06,Wales,70-74,people,8,8,-0
2023,2023-08-06,Wales,75-79,female,6,6,-0
2023,2023-08-06,Wales,75-79,male,7,7,0
2023,2023-08-06,Wales,75-79,people,13,13,-0
2023,2023-08-06,Wales,80-84,female,10,10,0
2023,2023-08-06,Wales,80-84,male,10,10,-0
2023,2023-08-06,Wales,80-84,people,20,20,0
2023,2023-08-06,Wales,85-89,female,9,10,-1
2023,2023-08-06,Wales,85-89,male,11,10,1
2023,2023-08-06,Wales,85-89,people,20,20,0
2023,2023-08-06,Wales,90+,female,13,13,0
2023,2023-08-06,Wales,90+,male,14,13,1
2023,2023-08-06,Wales,90+,people,27,26,1
2023,2023-08-06,Wales,All ages,female,50,50,0
2023,2023-08-06,Wales,All ages,male,55,53,2
2023,2023-08-06,Wales,All ages,people,105,103,2
2023,2023-08-13,England,0-29,female,11,12,-1
2023,2023-08-13,England,0-29,male,13,13,-0
2023,2023-08-13,England,0-29,people,24,25,-1
2023,2023-08-13,England,30-44,female,11,12,-1
2023,2023-08-13,England,30-44,male,12,13,-1
2023,2023-08-13,England,30-44,people,23,25,-2
2023,2023-08-13,England,45-49,female,8,8,-0
2023,2023-08-13,England,45-49,male,9,9,0
2023,2023-08-13,England,45-49,people,17,17,0
2023,2023-08-13,England,50-54,female,14,13,1
2023,2023-08-13,England,50-54,male,14,14,-0
2023,2023-08-13,England,50-54,people,28,28,0
2023,2023-08-13,England,55-59,female,22,21,1
2023,2023-08-13,England,55-59,male,23,23,0
2023,2023-08-13,England,55-59,people,45,44,1
2023,2023-08-13,England,60-64,female,31,32,-1
2023,2023-08-13,England,60-64,male,35,34,1
2023,2023-08-13,England,60-64,people,66,66,-0
2023,2023-08-13,England,65-69,female,47,49,-2
2023,2023-08-13,England,65-69,male,52,52,0
2023,2023-08-13,England,65-69,people,99,101,-2
2023,2023-08-13,England,70-74,female,81,79,2
2023,2023-08-13,England,70-74,male,77,83,-6
2023,2023-08-13,England,70-74,people,158,162,-4
2023,2023-08-13,England,75-79,female,127,126,1
2023,2023-08-13,England,75-79,male,125,133,-8
2023,2023-08-13,England,75-79,people,252,258,-6
2023,2023-08-13,England,80-84,female,177,188,-11
2023,2023-08-13,England,80-84,male,199,199,-0
2023,2023-08-13,England,80-84,people,376,388,-12
2023,2023-08-13,England,85-89,female,185,189,-4
2023,2023-08-13,England,85-89,male,202,200,2
2023,2023-08-13,England,85-89,people,387,390,-3
2023,2023-08-13,England,90+,female,234,247,-13
2023,2023-08-13,England,90+,male,257,262,-5
2023,2023-08-13,England,90+,people,491,509,-18
2023,2023-08-13,England,All ages,female,948,979,-31
2023,2023-08-13,England,All ages,male,1018,1036,-18
2023,2023-08-13,England,All ages,people,1966,2016,-50
2023,2023-08-13,England and Wales,0-29,female,12,13,-1
2023,2023-08-13,England and Wales,0-29,male,14,14,0
2023,2023-08-13,England and Wales,0-29,people,26,27,-1
2023,2023-08-13,England and Wales,30-44,female,12,13,-1
2023,2023-08-13,England and Wales,30-44,male,13,14,-1
2023,2023-08-13,England and Wales,30-44,people,25,27,-2
2023,2023-08-13,England and Wales,45-49,female,8,9,-1
2023,2023-08-13,England and Wales,45-49,male,9,9,-0
2023,2023-08-13,England and Wales,45-49,people,17,18,-1
2023,2023-08-13,England and Wales,50-54,female,15,14,1
2023,2023-08-13,England and Wales,50-54,male,15,15,0
2023,2023-08-13,England and Wales,50-54,people,30,29,1
2023,2023-08-13,England and Wales,55-59,female,23,23,0
2023,2023-08-13,England and Wales,55-59,male,24,24,0
2023,2023-08-13,England and Wales,55-59,people,47,46,1
2023,2023-08-13,England and Wales,60-64,female,33,34,-1
2023,2023-08-13,England and Wales,60-64,male,37,36,1
2023,2023-08-13,England and Wales,60-64,people,70,70,0
2023,2023-08-13,England and Wales,65-69,female,50,52,-2
2023,2023-08-13,England and Wales,65-69,male,55,55,0
2023,2023-08-13,England and Wales,65-69,people,105,106,-1
2023,2023-08-13,England and Wales,70-74,female,85,83,2
2023,2023-08-13,England and Wales,70-74,male,81,88,-7
2023,2023-08-13,England and Wales,70-74,people,166,171,-5
2023,2023-08-13,England and Wales,75-79,female,134,132,2
2023,2023-08-13,England and Wales,75-79,male,132,140,-8
2023,2023-08-13,England and Wales,75-79,people,266,272,-6
2023,2023-08-13,England and Wales,80-84,female,187,198,-11
2023,2023-08-13,England and Wales,80-84,male,210,210,0
2023,2023-08-13,England and Wales,80-84,people,397,408,-11
2023,2023-08-13,England and Wales,85-89,female,196,199,-3
2023,2023-08-13,England and Wales,85-89,male,211,211,0
2023,2023-08-13,England and Wales,85-89,people,407,410,-3
2023,2023-08-13,England and Wales,90+,female,247,261,-14
2023,2023-08-13,England and Wales,90+,male,270,276,-6
2023,2023-08-13,England and Wales,90+,people,517,536,-19
2023,2023-08-13,England and Wales,All ages,female,1002,1031,-29
2023,2023-08-13,England and Wales,All ages,male,1071,1091,-20
2023,2023-08-13,England and Wales,All ages,people,2073,2123,-50
2023,2023-08-13,Wales,0-29,female,1,1,0
2023,2023-08-13,Wales,0-29,male,1,1,0
2023,2023-08-13,Wales,0-29,people,2,1,1
2023,2023-08-13,Wales,30-44,female,1,1,0
2023,2023-08-13,Wales,30-44,male,1,1,0
2023,2023-08-13,Wales,30-44,people,2,1,1
2023,2023-08-13,Wales,45-49,female,0,0,-0
2023,2023-08-13,Wales,45-49,male,0,0,-0
2023,2023-08-13,Wales,45-49,people,0,1,-1
2023,2023-08-13,Wales,50-54,female,1,1,0
2023,2023-08-13,Wales,50-54,male,1,1,0
2023,2023-08-13,Wales,50-54,people,2,1,1
2023,2023-08-13,Wales,55-59,female,1,1,-0
2023,2023-08-13,Wales,55-59,male,1,1,-0
2023,2023-08-13,Wales,55-59,people,2,2,-0
2023,2023-08-13,Wales,60-64,female,2,2,0
2023,2023-08-13,Wales,60-64,male,2,2,0
2023,2023-08-13,Wales,60-64,people,4,4,0
2023,2023-08-13,Wales,65-69,female,3,3,0
2023,2023-08-13,Wales,65-69,male,3,3,0
2023,2023-08-13,Wales,65-69,people,6,5,1
2023,2023-08-13,Wales,70-74,female,4,4,-0
2023,2023-08-13,Wales,70-74,male,4,4,-0
2023,2023-08-13,Wales,70-74,people,8,9,-1
2023,2023-08-13,Wales,75-79,female,7,7,0
2023,2023-08-13,Wales,75-79,male,7,7,-0
2023,2023-08-13,Wales,75-79,people,14,14,0
2023,2023-08-13,Wales,80-84,female,10,10,-0
2023,2023-08-13,Wales,80-84,male,11,11,0
2023,2023-08-13,Wales,80-84,people,21,21,0
2023,2023-08-13,Wales,85-89,female,11,10,1
2023,2023-08-13,Wales,85-89,male,9,11,-2
2023,2023-08-13,Wales,85-89,people,20,21,-1
2023,2023-08-13,Wales,90+,female,13,13,-0
2023,2023-08-13,Wales,90+,male,13,14,-1
2023,2023-08-13,Wales,90+,people,26,27,-1
2023,2023-08-13,Wales,All ages,female,54,52,2
2023,2023-08-13,Wales,All ages,male,53,55,-2
2023,2023-08-13,Wales,All ages,people,107,107,-0
2023,2023-08-20,England,0-29,female,12,13,-1
2023,2023-08-20,England,0-29,male,14,13,1
2023,2023-08-20,England,0-29,people,26,26,0
2023,2023-08-20,England,30-44,female,11,12,-1
2023,2023-08-20,England,30-44,male,13,13,-0
2023,2023-08-20,England,30-44,people,24,26,-2
2023,2023-08-20,England,45-49,female,8,8,-0
2023,2023-08-20,England,45-49,male,9,9,0
2023,2023-08-20,England,45-49,people,17,17,-0
2023,2023-08-20,England,50-54,female,14,14,0
2023,2023-08-20,England,50-54,male,13,15,-2
2023,2023-08-20,England,50-54,people,27,28,-1
2023,2023-08-20,England,55-59,female,22,22,0
2023,2023-08-20,England,55-59,male,21,23,-2
2023,2023-08-20,England,55-59,people,43,45,-2
2023,2023-08-20,England,60-64,female,34,33,1
2023,2023-08-20,England,60-64,male,36,35,1
2023,2023-08-20,England,60-64,people,70,68,2
2023,2023-08-20,England,65-69,female,49,50,-1
2023,2023-08-20,England,65-69,male,52,53,-1
2023,2023-08-20,England,65-69,people,101,103,-2
2023,2023-08-20,England,70-74,female,77,80,-3
2023,2023-08-20,England,70-74,male,81,85,-4
2023,2023-08-20,England,70-74,people,158,165,-7
2023,2023-08-20,England,75-79,female,121,128,-7
2023,2023-08-20,England,75-79,male,128,135,-7
2023,2023-08-20,England,75-79,people,249,262,-13
2023,2023-08-20,England,80-84,female,187,191,-4
2023,2023-08-20,England,80-84,male,183,202,-19
2023,2023-08-20,England,80-84,people,370,394,-24
2023,2023-08-20,England,85-89,female,196,192,4
2023,2023-08-20,England,85-89,male,201,203,-2
2023,2023-08-20,England,85-89,people,397,396,1
2023,2023-08-20,England,90+,female,262,251,11
2023,2023-08-20,England,90+,male,264,266,-2
2023,2023-08-20,England,90+,people,526,517,9
2023,2023-08-20,England,All ages,female,993,995,-2
2023,2023-08-20,England,All ages,male,1015,1052,-37
2023,2023-08-20,England,All ages,people,2008,2047,-39
2023,2023-08-20,England and Wales,0-29,female,13,13,-0
2023,2023-08-20,England and Wales,0-29,male,15,14,1
2023,2023-08-20,England and Wales,0-29,people,28,27,1
2023,2023-08-20,England and Wales,30-44,female,12,13,-1
2023,2023-08-20,England and Wales,30-44,male,14,14,0
2023,2023-08-20,England and Wales,30-44,people,26,27,-1
2023,2023-08-20,England and Wales,45-49,female,8,9,-1
2023,2023-08-20,England and Wales,45-49,male,9,9,-0
2023,2023-08-20,England and Wales,45-49,people,17,18,-1
2023,2023-08-20,England and Wales,50-54,female,15,14,1
2023,2023-08-20,England and Wales,50-54,male,14,15,-1
2023,2023-08-20,England and Wales,50-54,people,29,30,-1
2023,2023-08-20,England and Wales,55-59,female,23,23,-0
2023,2023-08-20,England and Wales,55-59,male,22,24,-2
2023,2023-08-20,England and Wales,55-59,people,45,47,-2
2023,2023-08-20,England and Wales,60-64,female,36,35,1
2023,2023-08-20,England and Wales,60-64,male,38,37,1
2023,2023-08-20,England and Wales,60-64,people,74,71,3
2023,2023-08-20,England and Wales,65-69,female,52,53,-1
2023,2023-08-20,England and Wales,65-69,male,55,56,-1
2023,2023-08-20,England and Wales,65-69,people,107,108,-1
2023,2023-08-20,England and Wales,70-74,female,81,84,-3
2023,2023-08-20,England and Wales,70-74,male,85,89,-4
2023,2023-08-20,England and Wales,70-74,people,166,174,-8
2023,2023-08-20,England and Wales,75-79,female,128,134,-6
2023,2023-08-20,England and Wales,75-79,male,135,142,-7
2023,2023-08-20,England and Wales,75-79,people,263,276,-13
2023,2023-08-20,England and Wales,80-84,female,197,202,-5
2023,2023-08-20,England and Wales,80-84,male,194,213,-19
2023,2023-08-20,England and Wales,80-84,people,391,415,-24
2023,2023-08-20,England and Wales,85-89,female,206,202,4
2023,2023-08-20,England and Wales,85-89,male,211,214,-3
2023,2023-08-20,England and Wales,85-89,people,417,417,0
2023,2023-08-20,England and Wales,90+,female,275,265,10
2023,2023-08-20,England and Wales,90+,male,278,280,-2
2023,2023-08-20,England and Wales,90+,people,553,545,8
2023,2023-08-20,England and Wales,All ages,female,1046,1047,-1
2023,2023-08-20,England and Wales,All ages,male,1070,1108,-38
2023,2023-08-20,England and Wales,All ages,people,2116,2156,-40
2023,2023-08-20,Wales,0-29,female,1,1,0
2023,2023-08-20,Wales,0-29,male,1,1,0
2023,2023-08-20,Wales,0-29,people,2,1,1
2023,2023-08-20,Wales,30-44,female,1,1,0
2023,2023-08-20,Wales,30-44,male,1,1,0
2023,2023-08-20,Wales,30-44,people,2,1,1
2023,2023-08-20,Wales,45-49,female,0,0,-0
2023,2023-08-20,Wales,45-49,male,0,0,-0
2023,2023-08-20,Wales,45-49,people,0,1,-1
2023,2023-08-20,Wales,50-54,female,1,1,0
2023,2023-08-20,Wales,50-54,male,1,1,0
2023,2023-08-20,Wales,50-54,people,2,1,1
2023,2023-08-20,Wales,55-59,female,1,1,-0
2023,2023-08-20,Wales,55-59,male,1,1,-0
2023,2023-08-20,Wales,55-59,people,2,2,-0
2023,2023-08-20,Wales,60-64,female,2,2,0
2023,2023-08-20,Wales,60-64,male,2,2,0
2023,2023-08-20,Wales,60-64,people,4,4,0
2023,2023-08-20,Wales,65-69,female,3,3,0
2023,2023-08-20,Wales,65-69,male,3,3,0
2023,2023-08-20,Wales,65-69,people,6,5,1
2023,2023-08-20,Wales,70-74,female,4,4,-0
2023,2023-08-20,Wales,70-74,male,4,5,-1
2023,2023-08-20,Wales,70-74,people,8,9,-1
2023,2023-08-20,Wales,75-79,female,7,7,0
2023,2023-08-20,Wales,75-79,male,7,7,-0
2023,2023-08-20,Wales,75-79,people,14,14,0
2023,2023-08-20,Wales,80-84,female,10,10,-0
2023,2023-08-20,Wales,80-84,male,11,11,0
2023,2023-08-20,Wales,80-84,people,21,21,0
2023,2023-08-20,Wales,85-89,female,10,10,-0
2023,2023-08-20,Wales,85-89,male,10,11,-1
2023,2023-08-20,Wales,85-89,people,20,21,-1
2023,2023-08-20,Wales,90+,female,13,13,-0
2023,2023-08-20,Wales,90+,male,14,14,-0
2023,2023-08-20,Wales,90+,people,27,27,-0
2023,2023-08-20,Wales,All ages,female,53,53,0
2023,2023-08-20,Wales,All ages,male,55,56,-1
2023,2023-08-20,Wales,All ages,people,108,109,-1
2023,2023-08-27,England,0-29,female,13,13,0
2023,2023-08-27,England,0-29,male,13,14,-1
2023,2023-08-27,England,0-29,people,26,26,-0
2023,2023-08-27,England,30-44,female,13,13,0
2023,2023-08-27,England,30-44,male,13,13,-0
2023,2023-08-27,England,30-44,people,26,26,-0
2023,2023-08-27,England,45-49,female,8,8,-0
2023,2023-08-27,England,45-49,male,8,9,-1
2023,2023-08-27,England,45-49,people,16,17,-1
2023,2023-08-27,England,50-54,female,13,14,-1
2023,2023-08-27,England,50-54,male,16,15,1
2023,2023-08-27,England,50-54,people,29,29,0
2023,2023-08-27,England,55-59,female,22,22,-0
2023,2023-08-27,England,55-59,male,25,23,2
2023,2023-08-27,England,55-59,people,47,46,1
2023,2023-08-27,England,60-64,female,36,33,3
2023,2023-08-27,England,60-64,male,36,35,1
2023,2023-08-27,England,60-64,people,72,69,3
2023,2023-08-27,England,65-69,female,50,51,-1
2023,2023-08-27,England,65-69,male,55,54,1
2023,2023-08-27,England,65-69,people,105,104,1
2023,2023-08-27,England,70-74,female,79,82,-3
2023,2023-08-27,England,70-74,male,82,87,-5
2023,2023-08-27,England,70-74,people,161,168,-7
2023,2023-08-27,England,75-79,female,129,130,-1
2023,2023-08-27,England,75-79,male,138,138,0
2023,2023-08-27,England,75-79,people,267,268,-1
2023,2023-08-27,England,80-84,female,200,196,4
2023,2023-08-27,England,80-84,male,192,207,-15
2023,2023-08-27,England,80-84,people,392,403,-11
2023,2023-08-27,England,85-89,female,195,197,-2
2023,2023-08-27,England,85-89,male,206,208,-2
2023,2023-08-27,England,85-89,people,401,405,-4
2023,2023-08-27,England,90+,female,249,257,-8
2023,2023-08-27,England,90+,male,287,272,15
2023,2023-08-27,England,90+,people,536,529,7
2023,2023-08-27,England,All ages,female,1007,1017,-10
2023,2023-08-27,England,All ages,male,1071,1076,-5
2023,2023-08-27,England,All ages,people,2078,2093,-15
2023,2023-08-27,England and Wales,0-29,female,14,13,1
2023,2023-08-27,England and Wales,0-29,male,14,14,-0
2023,2023-08-27,England and Wales,0-29,people,28,28,0
2023,2023-08-27,England and Wales,30-44,female,14,13,1
2023,2023-08-27,England and Wales,30-44,male,14,14,-0
2023,2023-08-27,England and Wales,30-44,people,28,28,0
2023,2023-08-27,England and Wales,45-49,female,8,9,-1
2023,2023-08-27,England and Wales,45-49,male,8,9,-1
2023,2023-08-27,England and Wales,45-49,people,16,18,-2
2023,2023-08-27,England and Wales,50-54,female,14,15,-1
2023,2023-08-27,England and Wales,50-54,male,17,15,2
2023,2023-08-27,England and Wales,50-54,people,31,30,1
2023,2023-08-27,England and Wales,55-59,female,23,23,-0
2023,2023-08-27,England and Wales,55-59,male,26,25,1
2023,2023-08-27,England and Wales,55-59,people,49,48,1
2023,2023-08-27,England and Wales,60-64,female,38,35,3
2023,2023-08-27,England and Wales,60-64,male,38,37,1
2023,2023-08-27,England and Wales,60-64,people,76,72,4
2023,2023-08-27,England and Wales,65-69,female,53,53,-0
2023,2023-08-27,England and Wales,65-69,male,58,57,1
2023,2023-08-27,England and Wales,65-69,people,111,110,1
2023,2023-08-27,England and Wales,70-74,female,83,86,-3
2023,2023-08-27,England and Wales,70-74,male,87,91,-4
2023,2023-08-27,England and Wales,70-74,people,170,177,-7
2023,2023-08-27,England and Wales,75-79,female,136,137,-1
2023,2023-08-27,England and Wales,75-79,male,146,145,1
2023,2023-08-27,England and Wales,75-79,people,282,283,-1
2023,2023-08-27,England and Wales,80-84,female,210,206,4
2023,2023-08-27,England and Wales,80-84,male,203,218,-15
2023,2023-08-27,England and Wales,80-84,people,413,424,-11
2023,2023-08-27,England and Wales,85-89,female,205,207,-2
2023,2023-08-27,England and Wales,85-89,male,217,219,-2
2023,2023-08-27,England and Wales,85-89,people,422,426,-4
2023,2023-08-27,England and Wales,90+,female,262,271,-9
2023,2023-08-27,England and Wales,90+,male,301,286,15
2023,2023-08-27,England and Wales,90+,people,563,557,6
2023,2023-08-27,England and Wales,All ages,female,1060,1071,-11
2023,2023-08-27,England and Wales,All ages,male,1129,1133,-4
2023,2023-08-27,England and Wales,All ages,people,2189,2204,-15
2023,2023-08-27,Wales,0-29,female,1,1,0
2023,2023-08-27,Wales,0-29,male,1,1,0
2023,2023-08-27,Wales,0-29,people,2,1,1
2023,2023-08-27,Wales,30-44,female,1,1,0
2023,2023-08-27,Wales,30-44,male,1,1,0
2023,2023-08-27,Wales,30-44,people,2,1,1
2023,2023-08-27,Wales,45-49,female,0,0,-0
2023,2023-08-27,Wales,45-49,male,0,0,-0
2023,2023-08-27,Wales,45-49,people,0,1,-1
2023,2023-08-27,Wales,50-54,female,1,1,0
2023,2023-08-27,Wales,50-54,male,1,1,0
2023,2023-08-27,Wales,50-54,people,2,2,0
2023,2023-08-27,Wales,55-59,female,1,1,-0
2023,2023-08-27,Wales,55-59,male,1,1,-0
2023,2023-08-27,Wales,55-59,people,2,2,-0
2023,2023-08-27,Wales,60-64,female,2,2,0
2023,2023-08-27,Wales,60-64,male,2,2,0
2023,2023-08-27,Wales,60-64,people,4,4,0
2023,2023-08-27,Wales,65-69,female,3,3,0
2023,2023-08-27,Wales,65-69,male,3,3,0
2023,2023-08-27,Wales,65-69,people,6,6,0
2023,2023-08-27,Wales,70-74,female,4,4,-0
2023,2023-08-27,Wales,70-74,male,5,5,0
2023,2023-08-27,Wales,70-74,people,9,9,0
2023,2023-08-27,Wales,75-79,female,7,7,0
2023,2023-08-27,Wales,75-79,male,8,7,1
2023,2023-08-27,Wales,75-79,people,15,14,1
2023,2023-08-27,Wales,80-84,female,10,10,-0
2023,2023-08-27,Wales,80-84,male,11,11,-0
2023,2023-08-27,Wales,80-84,people,21,21,-0
2023,2023-08-27,Wales,85-89,female,10,10,-0
2023,2023-08-27,Wales,85-89,male,11,11,-0
2023,2023-08-27,Wales,85-89,people,21,21,-0
2023,2023-08-27,Wales,90+,female,13,14,-1
2023,2023-08-27,Wales,90+,male,14,14,-0
2023,2023-08-27,Wales,90+,people,27,28,-1
2023,2023-08-27,Wales,All ages,female,53,54,-1
2023,2023-08-27,Wales,All ages,male,58,57,1
2023,2023-08-27,Wales,All ages,people,111,111,-0
2023,2023-09-03,England,0-29,female,14,14,0
2023,2023-09-03,England,0-29,male,15,15,0
2023,2023-09-03,England,0-29,people,29,28,1
2023,2023-09-03,England,30-44,female,13,14,-1
2023,2023-09-03,England,30-44,male,14,15,-1
2023,2023-09-03,England,30-44,people,27,28,-1
2023,2023-09-03,England,45-49,female,8,9,-1
2023,2023-09-03,England,45-49,male,9,10,-1
2023,2023-09-03,England,45-49,people,17,19,-2
2023,2023-09-03,England,50-54,female,15,15,0
2023,2023-09-03,England,50-54,male,15,16,-1
2023,2023-09-03,England,50-54,people,30,31,-1
2023,2023-09-03,England,55-59,female,23,24,-1
2023,2023-09-03,England,55-59,male,23,25,-2
2023,2023-09-03,England,55-59,people,46,49,-3
2023,2023-09-03,England,60-64,female,35,36,-1
2023,2023-09-03,England,60-64,male,37,38,-1
2023,2023-09-03,England,60-64,people,72,74,-2
2023,2023-09-03,England,65-69,female,50,55,-5
2023,2023-09-03,England,65-69,male,56,58,-2
2023,2023-09-03,England,65-69,people,106,112,-6
2023,2023-09-03,England,70-74,female,78,88,-10
2023,2023-09-03,England,70-74,male,87,93,-6
2023,2023-09-03,England,70-74,people,165,182,-17
2023,2023-09-03,England,75-79,female,144,141,3
2023,2023-09-03,England,75-79,male,137,149,-12
2023,2023-09-03,England,75-79,people,281,289,-8
2023,2023-09-03,England,80-84,female,189,211,-22
2023,2023-09-03,England,80-84,male,207,223,-16
2023,2023-09-03,England,80-84,people,396,434,-38
2023,2023-09-03,England,85-89,female,188,212,-24
2023,2023-09-03,England,85-89,male,208,224,-16
2023,2023-09-03,England,85-89,people,396,436,-40
2023,2023-09-03,England,90+,female,263,277,-14
2023,2023-09-03,England,90+,male,287,293,-6
2023,2023-09-03,England,90+,people,550,570,-20
2023,2023-09-03,England,All ages,female,1020,1097,-77
2023,2023-09-03,England,All ages,male,1095,1160,-65
2023,2023-09-03,England,All ages,people,2115,2257,-142
2023,2023-09-03,England and Wales,0-29,female,15,15,0
2023,2023-09-03,England and Wales,0-29,male,16,15,1
2023,2023-09-03,England and Wales,0-29,people,31,30,1
2023,2023-09-03,England and Wales,30-44,female,14,14,-0
2023,2023-09-03,England and Wales,30-44,male,15,15,-0
2023,2023-09-03,England and Wales,30-44,people,29,30,-1
2023,2023-09-03,England and Wales,45-49,female,8,10,-2
2023,2023-09-03,England and Wales,45-49,male,9,10,-1
2023,2023-09-03,England and Wales,45-49,people,17,20,-3
2023,2023-09-03,England and Wales,50-54,female,16,16,0
2023,2023-09-03,England and Wales,50-54,male,16,17,-1
2023,2023-09-03,England and Wales,50-54,people,32,32,-0
2023,2023-09-03,England and Wales,55-59,female,24,25,-1
2023,2023-09-03,England and Wales,55-59,male,24,27,-3
2023,2023-09-03,England and Wales,55-59,people,48,52,-4
2023,2023-09-03,England and Wales,60-64,female,37,38,-1
2023,2023-09-03,England and Wales,60-64,male,39,40,-1
2023,2023-09-03,England and Wales,60-64,people,76,78,-2
2023,2023-09-03,England and Wales,65-69,female,53,57,-4
2023,2023-09-03,England and Wales,65-69,male,59,61,-2
2023,2023-09-03,England and Wales,65-69,people,112,118,-6
2023,2023-09-03,England and Wales,70-74,female,82,93,-11
2023,2023-09-03,England and Wales,70-74,male,91,98,-7
2023,2023-09-03,England and Wales,70-74,people,173,191,-18
2023,2023-09-03,England and Wales,75-79,female,151,148,3
2023,2023-09-03,England and Wales,75-79,male,145,157,-12
2023,2023-09-03,England and Wales,75-79,people,296,305,-9
2023,2023-09-03,England and Wales,80-84,female,200,222,-22
2023,2023-09-03,England and Wales,80-84,male,218,235,-17
2023,2023-09-03,England and Wales,80-84,people,418,457,-39
2023,2023-09-03,England and Wales,85-89,female,199,223,-24
2023,2023-09-03,England and Wales,85-89,male,219,236,-17
2023,2023-09-03,England and Wales,85-89,people,418,459,-41
2023,2023-09-03,England and Wales,90+,female,277,292,-15
2023,2023-09-03,England and Wales,90+,male,300,309,-9
2023,2023-09-03,England and Wales,90+,people,577,600,-23
2023,2023-09-03,England and Wales,All ages,female,1076,1155,-79
2023,2023-09-03,England and Wales,All ages,male,1151,1222,-71
2023,2023-09-03,England and Wales,All ages,people,2227,2376,-149
2023,2023-09-03,Wales,0-29,female,1,1,0
2023,2023-09-03,Wales,0-29,male,1,1,0
2023,2023-09-03,Wales,0-29,people,2,2,0
2023,2023-09-03,Wales,30-44,female,1,1,0
2023,2023-09-03,Wales,30-44,male,1,1,0
2023,2023-09-03,Wales,30-44,people,2,2,0
2023,2023-09-03,Wales,45-49,female,0,0,-0
2023,2023-09-03,Wales,45-49,male,0,1,-1
2023,2023-09-03,Wales,45-49,people,0,1,-1
2023,2023-09-03,Wales,50-54,female,1,1,0
2023,2023-09-03,Wales,50-54,male,1,1,0
2023,2023-09-03,Wales,50-54,people,2,2,0
2023,2023-09-03,Wales,55-59,female,1,1,-0
2023,2023-09-03,Wales,55-59,male,1,1,-0
2023,2023-09-03,Wales,55-59,people,2,3,-1
2023,2023-09-03,Wales,60-64,female,2,2,0
2023,2023-09-03,Wales,60-64,male,2,2,-0
2023,2023-09-03,Wales,60-64,people,4,4,0
2023,2023-09-03,Wales,65-69,female,3,3,0
2023,2023-09-03,Wales,65-69,male,3,3,-0
2023,2023-09-03,Wales,65-69,people,6,6,0
2023,2023-09-03,Wales,70-74,female,4,5,-1
2023,2023-09-03,Wales,70-74,male,4,5,-1
2023,2023-09-03,Wales,70-74,people,8,10,-2
2023,2023-09-03,Wales,75-79,female,7,7,-0
2023,2023-09-03,Wales,75-79,male,8,8,0
2023,2023-09-03,Wales,75-79,people,15,15,-0
2023,2023-09-03,Wales,80-84,female,11,11,-0
2023,2023-09-03,Wales,80-84,male,11,12,-1
2023,2023-09-03,Wales,80-84,people,22,23,-1
2023,2023-09-03,Wales,85-89,female,11,11,-0
2023,2023-09-03,Wales,85-89,male,11,12,-1
2023,2023-09-03,Wales,85-89,people,22,23,-1
2023,2023-09-03,Wales,90+,female,14,15,-1
2023,2023-09-03,Wales,90+,male,13,16,-3
2023,2023-09-03,Wales,90+,people,27,30,-3
2023,2023-09-03,Wales,All ages,female,56,58,-2
2023,2023-09-03,Wales,All ages,male,56,62,-6
2023,2023-09-03,Wales,All ages,people,112,120,-8
2023,2023-09-10,England,0-29,female,17,16,1
2023,2023-09-10,England,0-29,male,18,17,1
2023,2023-09-10,England,0-29,people,35,33,2
2023,2023-09-10,England,30-44,female,15,16,-1
2023,2023-09-10,England,30-44,male,16,17,-1
2023,2023-09-10,England,30-44,people,31,32,-1
2023,2023-09-10,England,45-49,female,11,11,0
2023,2023-09-10,England,45-49,male,11,11,-0
2023,2023-09-10,England,45-49,people,22,22,0
2023,2023-09-10,England,50-54,female,18,17,1
2023,2023-09-10,England,50-54,male,18,18,-0
2023,2023-09-10,England,50-54,people,36,36,0
2023,2023-09-10,England,55-59,female,28,28,0
2023,2023-09-10,England,55-59,male,30,29,1
2023,2023-09-10,England,55-59,people,58,57,1
2023,2023-09-10,England,60-64,female,43,42,1
2023,2023-09-10,England,60-64,male,46,44,2
2023,2023-09-10,England,60-64,people,89,86,3
2023,2023-09-10,England,65-69,female,64,63,1
2023,2023-09-10,England,65-69,male,69,67,2
2023,2023-09-10,England,65-69,people,133,131,2
2023,2023-09-10,England,70-74,female,100,101,-1
2023,2023-09-10,England,70-74,male,110,107,3
2023,2023-09-10,England,70-74,people,210,208,2
2023,2023-09-10,England,75-79,female,163,161,2
