year,week,week_label,week_start_date,week_end_date,geography,age_group,sex,deaths,population,age_coarse,weeknumber,timeindex,logpop,expected_deaths,excess_deaths
2024,1,2024-W01,2024-01-01,2024-01-07,England,55-59,male,37,1707193,30-69,1,469,14,37,-0
2024,1,2024-W01,2024-01-01,2024-01-07,England,55-59,female,37,1776875,30-69,1,469,14,35,2
2024,1,2024-W01,2024-01-01,2024-01-07,England,60-64,male,55,1707193,30-69,1,469,14,56,-1
2024,1,2024-W01,2024-01-01,2024-01-07,England,60-64,female,56,1776875,30-69,1,469,14,53,3
2024,1,2024-W01,2024-01-01,2024-01-07,England,65-69,male,78,1422661,30-69,1,469,14,85,-7
2024,1,2024-W01,2024-01-01,2024-01-07,England,65-69,female,79,1480729,30-69,1,469,14,80,-1
2024,1,2024-W01,2024-01-01,2024-01-07,England,70-74,male,126,1422661,70+,1,469,14,133,-7
2024,1,2024-W01,2024-01-01,2024-01-07,England,70-74,female,127,1480729,70+,1,469,14,126,1
2024,1,2024-W01,2024-01-01,2024-01-07,England,75-79,male,213,1138129,70+,1,469,14,212,1
2024,1,2024-W01,2024-01-01,2024-01-07,England,75-79,female,193,1184583,70+,1,469,14,201,-8
2024,1,2024-W01,2024-01-01,2024-01-07,England,80-84,male,333,853597,70+,1,469,14,319,14
2024,1,2024-W01,2024-01-01,2024-01-07,England,80-84,female,313,888437,70+,1,469,14,301,12
2024,1,2024-W01,2024-01-01,2024-01-07,England,85-89,male,330,426798,70+,1,469,13,320,10
2024,1,2024-W01,2024-01-01,2024-01-07,England,85-89,female,293,444219,70+,1,469,13,303,-10
2024,1,2024-W01,2024-01-01,2024-01-07,England,90+,male,419,284532,70+,1,469,13,418,1
2024,1,2024-W01,2024-01-01,2024-01-07,England,90+,female,389,296146,70+,1,469,13,396,-7
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,0-29,male,1,509163,70+,1,469,13,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,0-29,female,1,529945,70+,1,469,13,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,30-44,male,1,269557,70+,1,469,13,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,30-44,female,1,280559,70+,1,469,13,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,45-49,male,1,89852,30-69,1,469,11,1,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,45-49,female,1,93520,30-69,1,469,11,1,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,50-54,male,1,89852,30-69,1,469,11,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,50-54,female,1,93520,30-69,1,469,11,1,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,55-59,male,2,89852,30-69,1,469,11,2,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,55-59,female,2,93520,30-69,1,469,11,2,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,60-64,male,3,89852,30-69,1,469,11,3,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,60-64,female,3,93520,30-69,1,469,11,3,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,65-69,male,5,74877,30-69,1,469,11,5,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,65-69,female,4,77933,30-69,1,469,11,4,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,70-74,male,7,74877,70+,1,469,11,7,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,70-74,female,7,77933,70+,1,469,11,7,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,75-79,male,12,59902,70+,1,469,11,11,1
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,75-79,female,11,62346,70+,1,469,11,11,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,80-84,male,17,44926,70+,1,469,11,17,0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,80-84,female,16,46760,70+,1,469,11,16,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,85-89,male,17,22463,70+,1,469,10,17,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,85-89,female,16,23380,70+,1,469,10,16,-0
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,90+,male,21,14975,70+,1,469,10,22,-1
2024,1,2024-W01,2024-01-01,2024-01-07,Wales,90+,female,24,15587,70+,1,469,10,21,3
2024,2,2024-W02,2024-01-08,2024-01-14,England,0-29,male,21,9674095,70+,2,470,16,21,0
2024,2,2024-W02,2024-01-08,2024-01-14,England,0-29,female,19,10068957,70+,2,470,16,19,-0
2024,2,2024-W02,2024-01-08,2024-01-14,England,30-44,male,21,5121580,70+,2,470,15,20,1
2024,2,2024-W02,2024-01-08,2024-01-14,England,30-44,female,18,5330624,70+,2,470,15,19,-1
2024,2,2024-W02,2024-01-08,2024-01-14,England,45-49,male,14,1707193,30-69,2,470,14,14,0
2024,2,2024-W02,2024-01-08,2024-01-14,England,45-49,female,13,1776875,30-69,2,470,14,13,0
2024,2,2024-W02,2024-01-08,2024-01-14,England,50-54,male,23,1707193,30-69,2,470,14,22,1
2024,2,2024-W02,2024-01-08,2024-01-14,England,50-54,female,21,1776875,30-69,2,470,14,21,-0
2024,2,2024-W02,2024-01-08,2024-01-14,England,55-59,male,33,1707193,30-69,2,470,14,36,-3
2024,2,2024-W02,2024-01-08,2024-01-14,England,55-59,female,34,1776875,30-69,2,470,14,34,0
2024,2,2024-W02,2024-01-08,2024-01-14,England,60-64,male,58,1707193,30-69,2,470,14,54,4
2024,2,2024-W02,2024-01-08,2024-01-14,England,60-64,female,55,1776875,30-69,2,470,14,51,4
2024,2,2024-W02,2024-01-08,2024-01-14,England,65-69,male,88,1422661,30-69,2,470,14,82,6
2024,2,2024-W02,2024-01-08,2024-01-14,England,65-69,female,82,1480729,30-69,2,470,14,77,5
2024,2,2024-W02,2024-01-08,2024-01-14,England,70-74,male,134,1422661,70+,2,470,14,131,3
2024,2,2024-W02,2024-01-08,2024-01-14,England,70-74,female,136,1480729,70+,2,470,14,124,12
2024,2,2024-W02,2024-01-08,2024-01-14,England,75-79,male,203,1138129,70+,2,470,14,209,-6
2024,2,2024-W02,2024-01-08,2024-01-14,England,75-79,female,211,1184583,70+,2,470,14,198,13
2024,2,2024-W02,2024-01-08,2024-01-14,England,80-84,male,298,853597,70+,2,470,14,314,-16
2024,2,2024-W02,2024-01-08,2024-01-14,England,80-84,female,338,888437,70+,2,470,14,297,41
2024,2,2024-W02,2024-01-08,2024-01-14,England,85-89,male,310,426798,70+,2,470,13,315,-5
2024,2,2024-W02,2024-01-08,2024-01-14,England,85-89,female,291,444219,70+,2,470,13,298,-7
2024,2,2024-W02,2024-01-08,2024-01-14,England,90+,male,432,284532,70+,2,470,13,412,20
2024,2,2024-W02,2024-01-08,2024-01-14,England,90+,female,427,296146,70+,2,470,13,390,37
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,0-29,male,1,509163,70+,2,470,13,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,0-29,female,1,529945,70+,2,470,13,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,30-44,male,1,269557,70+,2,470,13,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,30-44,female,1,280559,70+,2,470,13,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,45-49,male,1,89852,30-69,2,470,11,1,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,45-49,female,1,93520,30-69,2,470,11,1,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,50-54,male,1,89852,30-69,2,470,11,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,50-54,female,1,93520,30-69,2,470,11,1,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,55-59,male,2,89852,30-69,2,470,11,2,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,55-59,female,2,93520,30-69,2,470,11,2,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,60-64,male,3,89852,30-69,2,470,11,3,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,60-64,female,3,93520,30-69,2,470,11,3,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,65-69,male,4,74877,30-69,2,470,11,4,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,65-69,female,4,77933,30-69,2,470,11,4,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,70-74,male,7,74877,70+,2,470,11,7,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,70-74,female,7,77933,70+,2,470,11,7,0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,75-79,male,11,59902,70+,2,470,11,11,-0
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,75-79,female,10,62346,70+,2,470,11,11,-1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,80-84,male,16,44926,70+,2,470,11,17,-1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,80-84,female,17,46760,70+,2,470,11,16,1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,85-89,male,18,22463,70+,2,470,10,17,1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,85-89,female,17,23380,70+,2,470,10,16,1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,90+,male,21,14975,70+,2,470,10,22,-1
2024,2,2024-W02,2024-01-08,2024-01-14,Wales,90+,female,22,15587,70+,2,470,10,21,1
2024,3,2024-W03,2024-01-15,2024-01-21,England,0-29,male,19,9674095,70+,3,471,16,20,-1
2024,3,2024-W03,2024-01-15,2024-01-21,England,0-29,female,19,10068957,70+,3,471,16,19,0
2024,3,2024-W03,2024-01-15,2024-01-21,England,30-44,male,20,5121580,70+,3,471,15,20,0
2024,3,2024-W03,2024-01-15,2024-01-21,England,30-44,female,20,5330624,70+,3,471,15,19,1
2024,3,2024-W03,2024-01-15,2024-01-21,England,45-49,male,14,1707193,30-69,3,471,14,13,1
2024,3,2024-W03,2024-01-15,2024-01-21,England,45-49,female,12,1776875,30-69,3,471,14,13,-1
2024,3,2024-W03,2024-01-15,2024-01-21,England,50-54,male,24,1707193,30-69,3,471,14,22,2
2024,3,2024-W03,2024-01-15,2024-01-21,England,50-54,female,22,1776875,30-69,3,471,14,21,1
2024,3,2024-W03,2024-01-15,2024-01-21,England,55-59,male,37,1707193,30-69,3,471,14,35,2
2024,3,2024-W03,2024-01-15,2024-01-21,England,55-59,female,32,1776875,30-69,3,471,14,33,-1
2024,3,2024-W03,2024-01-15,2024-01-21,England,60-64,male,55,1707193,30-69,3,471,14,53,2
2024,3,2024-W03,2024-01-15,2024-01-21,England,60-64,female,47,1776875,30-69,3,471,14,50,-3
2024,3,2024-W03,2024-01-15,2024-01-21,England,65-69,male,75,1422661,30-69,3,471,14,80,-5
2024,3,2024-W03,2024-01-15,2024-01-21,England,65-69,female,81,1480729,30-69,3,471,14,76,5
2024,3,2024-W03,2024-01-15,2024-01-21,England,70-74,male,133,1422661,70+,3,471,14,128,5
2024,3,2024-W03,2024-01-15,2024-01-21,England,70-74,female,123,1480729,70+,3,471,14,121,2
2024,3,2024-W03,2024-01-15,2024-01-21,England,75-79,male,215,1138129,70+,3,471,14,204,11
2024,3,2024-W03,2024-01-15,2024-01-21,England,75-79,female,200,1184583,70+,3,471,14,193,7
2024,3,2024-W03,2024-01-15,2024-01-21,England,80-84,male,310,853597,70+,3,471,14,306,4
2024,3,2024-W03,2024-01-15,2024-01-21,England,80-84,female,313,888437,70+,3,471,14,290,23
2024,3,2024-W03,2024-01-15,2024-01-21,England,85-89,male,314,426798,70+,3,471,13,308,6
2024,3,2024-W03,2024-01-15,2024-01-21,England,85-89,female,309,444219,70+,3,471,13,291,18
2024,3,2024-W03,2024-01-15,2024-01-21,England,90+,male,431,284532,70+,3,471,13,402,29
2024,3,2024-W03,2024-01-15,2024-01-21,England,90+,female,364,296146,70+,3,471,13,380,-16
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,0-29,male,1,509163,70+,3,471,13,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,0-29,female,1,529945,70+,3,471,13,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,30-44,male,1,269557,70+,3,471,13,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,30-44,female,1,280559,70+,3,471,13,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,45-49,male,1,89852,30-69,3,471,11,1,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,45-49,female,1,93520,30-69,3,471,11,1,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,50-54,male,1,89852,30-69,3,471,11,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,50-54,female,1,93520,30-69,3,471,11,1,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,55-59,male,2,89852,30-69,3,471,11,2,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,55-59,female,2,93520,30-69,3,471,11,2,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,60-64,male,3,89852,30-69,3,471,11,3,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,60-64,female,3,93520,30-69,3,471,11,3,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,65-69,male,4,74877,30-69,3,471,11,4,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,65-69,female,4,77933,30-69,3,471,11,4,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,70-74,male,7,74877,70+,3,471,11,7,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,70-74,female,6,77933,70+,3,471,11,6,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,75-79,male,11,59902,70+,3,471,11,11,0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,75-79,female,9,62346,70+,3,471,11,10,-1
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,80-84,male,15,44926,70+,3,471,11,16,-1
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,80-84,female,17,46760,70+,3,471,11,15,2
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,85-89,male,16,22463,70+,3,471,10,16,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,85-89,female,15,23380,70+,3,471,10,15,-0
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,90+,male,23,14975,70+,3,471,10,21,2
2024,3,2024-W03,2024-01-15,2024-01-21,Wales,90+,female,22,15587,70+,3,471,10,20,2
2024,4,2024-W04,2024-01-22,2024-01-28,England,0-29,male,19,9674095,70+,4,472,16,19,-0
2024,4,2024-W04,2024-01-22,2024-01-28,England,0-29,female,19,10068957,70+,4,472,16,18,1
2024,4,2024-W04,2024-01-22,2024-01-28,England,30-44,male,20,5121580,70+,4,472,15,19,1
2024,4,2024-W04,2024-01-22,2024-01-28,England,30-44,female,19,5330624,70+,4,472,15,18,1
2024,4,2024-W04,2024-01-22,2024-01-28,England,45-49,male,13,1707193,30-69,4,472,14,13,0
2024,4,2024-W04,2024-01-22,2024-01-28,England,45-49,female,12,1776875,30-69,4,472,14,12,0
2024,4,2024-W04,2024-01-22,2024-01-28,England,50-54,male,23,1707193,30-69,4,472,14,21,2
2024,4,2024-W04,2024-01-22,2024-01-28,England,50-54,female,21,1776875,30-69,4,472,14,20,1
2024,4,2024-W04,2024-01-22,2024-01-28,England,55-59,male,37,1707193,30-69,4,472,14,33,4
2024,4,2024-W04,2024-01-22,2024-01-28,England,55-59,female,30,1776875,30-69,4,472,14,31,-1
2024,4,2024-W04,2024-01-22,2024-01-28,England,60-64,male,48,1707193,30-69,4,472,14,50,-2
2024,4,2024-W04,2024-01-22,2024-01-28,England,60-64,female,54,1776875,30-69,4,472,14,47,7
2024,4,2024-W04,2024-01-22,2024-01-28,England,65-69,male,76,1422661,30-69,4,472,14,76,0
2024,4,2024-W04,2024-01-22,2024-01-28,England,65-69,female,73,1480729,30-69,4,472,14,72,1
2024,4,2024-W04,2024-01-22,2024-01-28,England,70-74,male,126,1422661,70+,4,472,14,122,4
2024,4,2024-W04,2024-01-22,2024-01-28,England,70-74,female,118,1480729,70+,4,472,14,116,2
2024,4,2024-W04,2024-01-22,2024-01-28,England,75-79,male,201,1138129,70+,4,472,14,195,6
2024,4,2024-W04,2024-01-22,2024-01-28,England,75-79,female,208,1184583,70+,4,472,14,184,24
2024,4,2024-W04,2024-01-22,2024-01-28,England,80-84,male,290,853597,70+,4,472,14,292,-2
2024,4,2024-W04,2024-01-22,2024-01-28,England,80-84,female,270,888437,70+,4,472,14,276,-6
2024,4,2024-W04,2024-01-22,2024-01-28,England,85-89,male,287,426798,70+,4,472,13,293,-6
2024,4,2024-W04,2024-01-22,2024-01-28,England,85-89,female,299,444219,70+,4,472,13,277,22
2024,4,2024-W04,2024-01-22,2024-01-28,England,90+,male,431,284532,70+,4,472,13,384,47
2024,4,2024-W04,2024-01-22,2024-01-28,England,90+,female,377,296146,70+,4,472,13,363,14
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,0-29,male,1,509163,70+,4,472,13,1,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,0-29,female,1,529945,70+,4,472,13,1,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,30-44,male,1,269557,70+,4,472,13,1,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,30-44,female,1,280559,70+,4,472,13,1,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,45-49,male,1,89852,30-69,4,472,11,1,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,45-49,female,1,93520,30-69,4,472,11,1,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,50-54,male,1,89852,30-69,4,472,11,1,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,50-54,female,1,93520,30-69,4,472,11,1,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,55-59,male,2,89852,30-69,4,472,11,2,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,55-59,female,2,93520,30-69,4,472,11,2,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,60-64,male,3,89852,30-69,4,472,11,3,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,60-64,female,3,93520,30-69,4,472,11,3,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,65-69,male,4,74877,30-69,4,472,11,4,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,65-69,female,4,77933,30-69,4,472,11,4,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,70-74,male,6,74877,70+,4,472,11,6,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,70-74,female,6,77933,70+,4,472,11,6,-0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,75-79,male,9,59902,70+,4,472,11,10,-1
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,75-79,female,10,62346,70+,4,472,11,10,0
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,80-84,male,17,44926,70+,4,472,11,16,1
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,80-84,female,16,46760,70+,4,472,11,15,1
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,85-89,male,15,22463,70+,4,472,10,16,-1
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,85-89,female,16,23380,70+,4,472,10,15,1
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,90+,male,22,14975,70+,4,472,10,20,2
2024,4,2024-W04,2024-01-22,2024-01-28,Wales,90+,female,21,15587,70+,4,472,10,19,2
2024,5,2024-W05,2024-01-29,2024-02-04,England,0-29,male,20,9674095,70+,5,473,16,18,2
2024,5,2024-W05,2024-01-29,2024-02-04,England,0-29,female,18,10068957,70+,5,473,16,17,1
2024,5,2024-W05,2024-01-29,2024-02-04,England,30-44,male,17,5121580,70+,5,473,15,18,-1
2024,5,2024-W05,2024-01-29,2024-02-04,England,30-44,female,19,5330624,70+,5,473,15,17,2
2024,5,2024-W05,2024-01-29,2024-02-04,England,45-49,male,12,1707193,30-69,5,473,14,12,-0
2024,5,2024-W05,2024-01-29,2024-02-04,England,45-49,female,12,1776875,30-69,5,473,14,12,0
2024,5,2024-W05,2024-01-29,2024-02-04,England,50-54,male,20,1707193,30-69,5,473,14,20,-0
2024,5,2024-W05,2024-01-29,2024-02-04,England,50-54,female,19,1776875,30-69,5,473,14,19,-0
2024,5,2024-W05,2024-01-29,2024-02-04,England,55-59,male,31,1707193,30-69,5,473,14,32,-1
2024,5,2024-W05,2024-01-29,2024-02-04,England,55-59,female,26,1776875,30-69,5,473,14,31,-5
2024,5,2024-W05,2024-01-29,2024-02-04,England,60-64,male,46,1707193,30-69,5,473,14,49,-3
2024,5,2024-W05,2024-01-29,2024-02-04,England,60-64,female,49,1776875,30-69,5,473,14,46,3
2024,5,2024-W05,2024-01-29,2024-02-04,England,65-69,male,70,1422661,30-69,5,473,14,74,-4
2024,5,2024-W05,2024-01-29,2024-02-04,England,65-69,female,73,1480729,30-69,5,473,14,70,3
2024,5,2024-W05,2024-01-29,2024-02-04,England,70-74,male,119,1422661,70+,5,473,14,118,1
2024,5,2024-W05,2024-01-29,2024-02-04,England,70-74,female,118,1480729,70+,5,473,14,112,6
2024,5,2024-W05,2024-01-29,2024-02-04,England,75-79,male,191,1138129,70+,5,473,14,188,3
2024,5,2024-W05,2024-01-29,2024-02-04,England,75-79,female,176,1184583,70+,5,473,14,178,-2
2024,5,2024-W05,2024-01-29,2024-02-04,England,80-84,male,280,853597,70+,5,473,14,282,-2
2024,5,2024-W05,2024-01-29,2024-02-04,England,80-84,female,265,888437,70+,5,473,14,267,-2
2024,5,2024-W05,2024-01-29,2024-02-04,England,85-89,male,263,426798,70+,5,473,13,283,-20
2024,5,2024-W05,2024-01-29,2024-02-04,England,85-89,female,254,444219,70+,5,473,13,268,-14
2024,5,2024-W05,2024-01-29,2024-02-04,England,90+,male,353,284532,70+,5,473,13,371,-18
2024,5,2024-W05,2024-01-29,2024-02-04,England,90+,female,371,296146,70+,5,473,13,350,21
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,0-29,male,1,509163,70+,5,473,13,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,0-29,female,1,529945,70+,5,473,13,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,30-44,male,1,269557,70+,5,473,13,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,30-44,female,1,280559,70+,5,473,13,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,45-49,male,1,89852,30-69,5,473,11,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,45-49,female,1,93520,30-69,5,473,11,1,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,50-54,male,1,89852,30-69,5,473,11,1,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,50-54,female,1,93520,30-69,5,473,11,1,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,55-59,male,2,89852,30-69,5,473,11,2,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,55-59,female,2,93520,30-69,5,473,11,2,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,60-64,male,3,89852,30-69,5,473,11,3,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,60-64,female,2,93520,30-69,5,473,11,2,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,65-69,male,4,74877,30-69,5,473,11,4,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,65-69,female,4,77933,30-69,5,473,11,4,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,70-74,male,6,74877,70+,5,473,11,6,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,70-74,female,6,77933,70+,5,473,11,6,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,75-79,male,10,59902,70+,5,473,11,10,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,75-79,female,9,62346,70+,5,473,11,9,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,80-84,male,14,44926,70+,5,473,11,15,-1
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,80-84,female,13,46760,70+,5,473,11,14,-1
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,85-89,male,15,22463,70+,5,473,10,15,-0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,85-89,female,13,23380,70+,5,473,10,14,-1
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,90+,male,20,14975,70+,5,473,10,20,0
2024,5,2024-W05,2024-01-29,2024-02-04,Wales,90+,female,17,15587,70+,5,473,10,19,-2
2024,6,2024-W06,2024-02-05,2024-02-11,England,0-29,male,19,9674095,70+,6,474,16,18,1
2024,6,2024-W06,2024-02-05,2024-02-11,England,0-29,female,16,10068957,70+,6,474,16,17,-1
2024,6,2024-W06,2024-02-05,2024-02-11,England,30-44,male,18,5121580,70+,6,474,15,18,0
2024,6,2024-W06,2024-02-05,2024-02-11,England,30-44,female,17,5330624,70+,6,474,15,17,0
2024,6,2024-W06,2024-02-05,2024-02-11,England,45-49,male,11,1707193,30-69,6,474,14,12,-1
2024,6,2024-W06,2024-02-05,2024-02-11,England,45-49,female,12,1776875,30-69,6,474,14,11,1
2024,6,2024-W06,2024-02-05,2024-02-11,England,50-54,male,19,1707193,30-69,6,474,14,20,-1
2024,6,2024-W06,2024-02-05,2024-02-11,England,50-54,female,17,1776875,30-69,6,474,14,19,-2
2024,6,2024-W06,2024-02-05,2024-02-11,England,55-59,male,32,1707193,30-69,6,474,14,32,0
2024,6,2024-W06,2024-02-05,2024-02-11,England,55-59,female,28,1776875,30-69,6,474,14,30,-2
2024,6,2024-W06,2024-02-05,2024-02-11,England,60-64,male,47,1707193,30-69,6,474,14,47,-0
2024,6,2024-W06,2024-02-05,2024-02-11,England,60-64,female,39,1776875,30-69,6,474,14,45,-6
2024,6,2024-W06,2024-02-05,2024-02-11,England,65-69,male,72,1422661,30-69,6,474,14,72,-0
2024,6,2024-W06,2024-02-05,2024-02-11,England,65-69,female,63,1480729,30-69,6,474,14,68,-5
2024,6,2024-W06,2024-02-05,2024-02-11,England,70-74,male,108,1422661,70+,6,474,14,114,-6
2024,6,2024-W06,2024-02-05,2024-02-11,England,70-74,female,103,1480729,70+,6,474,14,108,-5
2024,6,2024-W06,2024-02-05,2024-02-11,England,75-79,male,194,1138129,70+,6,474,14,182,12
2024,6,2024-W06,2024-02-05,2024-02-11,England,75-79,female,175,1184583,70+,6,474,14,172,3
2024,6,2024-W06,2024-02-05,2024-02-11,England,80-84,male,289,853597,70+,6,474,14,273,16
2024,6,2024-W06,2024-02-05,2024-02-11,England,80-84,female,268,888437,70+,6,474,14,258,10
2024,6,2024-W06,2024-02-05,2024-02-11,England,85-89,male,270,426798,70+,6,474,13,274,-4
2024,6,2024-W06,2024-02-05,2024-02-11,England,85-89,female,282,444219,70+,6,474,13,259,23
2024,6,2024-W06,2024-02-05,2024-02-11,England,90+,male,365,284532,70+,6,474,13,358,7
2024,6,2024-W06,2024-02-05,2024-02-11,England,90+,female,308,296146,70+,6,474,13,339,-31
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,0-29,male,1,509163,70+,6,474,13,1,0
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,0-29,female,1,529945,70+,6,474,13,1,0
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,30-44,male,1,269557,70+,6,474,13,1,0
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,30-44,female,1,280559,70+,6,474,13,1,0
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,45-49,male,1,89852,30-69,6,474,11,1,0
2024,6,2024-W06,2024-02-05,2024-02-11,Wales,45-49,female,1,93520,30-69,6,474,11,1,0
